Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
14.08023,S,14.08023,1.585947,0,0.3386705,0,0,28.15949,57.27597,0,58.62223,77.22157,3.634025,-97.4885266955992,-97.4885266954619,-0.00016361731038256,1553.8025882911,1553.80258828624,0.00388767238605801,89.99986,89.99986,27988.95,0.06299914
14.09023,S,14.09023,1.585064,0,0.3387801,0,0,28.15949,57.19034,0,58.62223,77.21558,3.632854,-97.3907204383902,-97.3907204382531,-0.000163406462979047,1552.82868110849,1552.82868110363,0.00388603832146474,89.99986,89.99986,28004.48,0.06303801
14.10023,S,14.10023,1.584181,0,0.3388898,0,0,28.15949,57.10486,0,58.62223,77.20959,3.631684,-97.2930959753518,-97.2930959752149,-0.000163196002110791,1551.85575017048,1551.85575016562,0.00388440636148011,89.99986,89.99986,28020,0.06307686
14.11023,S,14.11023,1.583299,0,0.3389994,0,0,28.15949,57.01953,0,58.62223,77.20356,3.630507,-97.1956155568748,-97.1956155567381,-0.000162985850091785,1550.88379403664,1550.88379403178,0.00388277650301562,89.99986,89.99986,28035.51,0.06311569
14.12023,S,14.12023,1.582418,0,0.3391089,0,0,28.15949,56.93436,0,58.62223,77.19754,3.629331,-97.0983368007838,-97.0983368006474,-0.00016277612629321,1549.91281069034,1549.91281068548,0.00388114874178907,89.99986,89.99986,28051.01,0.06315451
14.13023,S,14.13023,1.581538,0,0.3392184,0,0,28.15949,56.84933,0,58.62223,77.19149,3.628149,-97.0012219574696,-97.0012219573334,-0.000162566749239498,1548.94279849245,1548.94279848759,0.00387952307433301,89.99986,89.99986,28066.5,0.06319331
14.14023,S,14.14023,1.580658,0,0.3393279,0,0,28.15949,56.76448,0,58.62223,77.18542,3.626963,-96.9042958622014,-96.9042958620654,-0.000162357766300166,1547.97375555549,1547.97375555063,0.0038778994967063,89.99986,89.99986,28081.98,0.0632321
14.15023,S,14.15023,1.57978,0,0.3394372,0,0,28.15949,56.67977,0,58.62223,77.17934,3.625774,-96.8075446072285,-96.8075446070927,-0.000162149114947451,1547.00568013106,1547.0056801262,0.00387627800559307,89.99986,89.99986,28097.45,0.06327087
14.16023,S,14.16023,1.578902,0,0.3395465,0,0,28.15949,56.59523,0,58.62223,77.17324,3.624583,-96.7109701793724,-96.7109701792368,-0.000161940850129993,1546.03857045088,1546.03857044602,0.00387465859712797,89.99986,89.99986,28112.91,0.06330963
14.17023,S,14.17023,1.578025,0,0.3396558,0,0,28.15949,56.51083,0,58.62223,77.16714,3.62339,-96.6145676115792,-96.6145676114438,-0.000161733002164283,1545.07242479635,1545.0724247915,0.00387304126714248,89.99986,89.99986,28128.36,0.06334837
14.18023,S,14.18023,1.577148,0,0.3397652,0,0,28.15949,56.4266,0,58.62223,77.161,3.62219,-96.5183567720643,-96.5183567719291,-0.000161525517996462,1544.1072412502,1544.10724124535,0.00387142601199862,89.99986,89.99986,28143.8,0.06338709
14.19023,S,14.19023,1.576273,0,0.3398743,0,0,28.15949,56.34251,0,58.62223,77.15485,3.620989,-96.4223197794338,-96.4223197792989,-0.000161318363520477,1543.14301807396,1543.14301806911,0.00386981282839947,89.99986,89.99986,28159.24,0.06342579
14.20023,S,14.20023,1.575398,0,0.3399835,0,0,28.15949,56.25857,0,58.62223,77.14869,3.619786,-96.3264308050079,-96.3264308048732,-0.000161111551999794,1542.17975378744,1542.17975378259,0.00386820171291548,89.99986,89.99986,28174.66,0.06346449
14.21023,S,14.21023,1.574524,0,0.3400926,0,0,28.15949,56.17479,0,58.62223,77.14252,3.618581,-96.2307405127357,-96.2307405126012,-0.000160905166804761,1541.21744640382,1541.21744639897,0.0038665926612834,89.99986,89.99986,28190.07,0.06350316
14.22023,S,14.22023,1.573651,0,0.3402016,0,0,28.15949,56.09116,0,58.62223,77.13633,3.617371,-96.1352061859541,-96.1352061858198,-0.00016069906582683,1540.25609436345,1540.2560943586,0.00386498567066105,89.99986,89.99986,28205.47,0.06354182
14.23023,S,14.23023,1.572779,0,0.3403106,0,0,28.15949,56.00768,0,58.62223,77.13013,3.616159,-96.0398566335755,-96.0398566334414,-0.000160493396858891,1539.29569581858,1539.29569581373,0.00386338073672833,89.99986,89.99986,28220.87,0.06358046
14.24023,S,14.24023,1.571907,0,0.3404196,0,0,28.15949,55.92435,0,58.62223,77.12391,3.614944,-95.9446650335091,-95.9446650333752,-0.000160288015897615,1538.33624918969,1538.33624918484,0.00386177785660518,89.99986,89.99986,28236.25,0.06361908
14.25023,S,14.25023,1.571037,0,0.3405284,0,0,28.15949,55.84118,0,58.62223,77.11766,3.613723,-95.8496601946671,-95.8496601945334,-0.00016008306315677,1537.37775260917,1537.37775260432,0.00386017702600939,89.99986,89.99986,28251.62,0.06365769
14.26023,S,14.26023,1.570167,0,0.3406373,0,0,28.15949,55.75816,0,58.62223,77.11142,3.612504,-95.7548381434065,-95.754838143273,-0.000159878498845962,1536.42020424914,1536.42020424429,0.00385857824105667,89.99986,89.99986,28266.98,0.06369629
14.27023,S,14.27023,1.569298,0,0.3407461,0,0,28.15949,55.67529,0,58.62223,77.10516,3.61128,-95.6601809983334,-95.6601809982002,-0.000159674241489624,1535.46360246053,1535.46360245569,0.00385698149867746,89.99986,89.99986,28282.34,0.06373487
14.28023,S,14.28023,1.568429,0,0.3408549,0,0,28.15949,55.59258,0,58.62223,77.09886,3.61005,-95.5657056474312,-95.5657056472981,-0.00015947036687898,1534.50794542542,1534.50794542058,0.00385538679504432,89.99986,89.99986,28297.69,0.06377343
14.29023,S,14.29023,1.567562,0,0.3409636,0,0,28.15949,55.50998,0,58.62223,77.09258,3.608822,-95.4713524860532,-95.4713524859204,-0.000159266797328025,1533.5532319219,1533.55323191706,0.00385379412710664,89.99986,89.99986,28313.02,0.06381198
14.30023,S,14.30023,1.566695,0,0.3410723,0,0,28.15949,55.42757,0,58.62223,77.08627,3.607591,-95.3772297959736,-95.377229795841,-0.000159063661681844,1532.59945964526,1532.59945964042,0.00385220349052538,89.99986,89.99986,28328.35,0.06385051
14.31023,S,14.31023,1.565829,0,0.3411809,0,0,28.15949,55.34529,0,58.62223,77.07996,3.606356,-95.283249163634,-95.2832491635016,-0.000158860814042325,1531.64662717492,1531.64662717008,0.00385061488242046,89.99986,89.99986,28343.66,0.06388902
14.32023,S,14.32023,1.564964,0,0.3412894,0,0,28.15949,55.26318,0,58.62223,77.07361,3.605116,-95.1894443650003,-95.1894443648681,-0.000158658398412798,1530.69473275255,1530.69473274771,0.0038490282984718,89.99986,89.99986,28358.97,0.06392752
14.33023,S,14.33023,1.564099,0,0.341398,0,0,28.15949,55.1812,0,58.62223,77.06725,3.603873,-95.0958074527865,-95.0958074526545,-0.000158456314369889,1529.74377469928,1529.74377469444,0.00384744373536352,89.99986,89.99986,28374.27,0.063966
14.34023,S,14.34023,1.563236,0,0.3415064,0,0,28.15949,55.09937,0,58.62223,77.06088,3.60263,-95.0023245192418,-95.00232451911,-0.000158254493701493,1528.79375147532,1528.79375147048,0.00384586119046188,89.99986,89.99986,28389.55,0.06400447
14.35023,S,14.35023,1.562373,0,0.3416149,0,0,28.15949,55.0177,0,58.62223,77.05451,3.601385,-94.9090452349047,-94.9090452347731,-0.000158053199782124,1527.84466104419,1527.84466103935,0.00384428065849939,89.99986,89.99986,28404.83,0.06404292
14.36023,S,14.36023,1.561511,0,0.3417232,0,0,28.15949,54.93617,0,58.62223,77.04811,3.600134,-94.8159169490043,-94.8159169488729,-0.000157852138920778,1526.89650189589,1526.89650189105,0.00384270213714546,89.99986,89.99986,28420.1,0.06408136
14.37023,S,14.37023,1.560649,0,0.3418317,0,0,28.15949,54.8548,0,58.62223,77.04171,3.598884,-94.7229784045608,-94.7229784044296,-0.000157651504385082,1525.94927213301,1525.94927212818,0.00384112562213685,89.99986,89.99986,28435.36,0.06411978
14.38023,S,14.38023,1.559789,0,0.3419399,0,0,28.15949,54.77355,0,58.62223,77.0353,3.597631,-94.6301640364633,-94.6301640363323,-0.000157451116170874,1525.0029705138,1525.00297050897,0.00383955111101033,89.99986,89.99986,28450.61,0.06415818
14.39023,S,14.39023,1.558929,0,0.3420482,0,0,28.15949,54.69247,0,58.62223,77.02885,3.596372,-94.537550337341,-94.5375503372102,-0.000157251146703193,1524.05759503156,1524.05759502673,0.00383797859957845,89.99986,89.99986,28465.85,0.06419656
14.40023,S,14.40023,1.55807,0,0.3421564,0,0,28.15949,54.61153,0,58.62223,77.02242,3.595115,-94.4450935971201,-94.4450935969895,-0.000157051516401254,1523.1131441167,1523.11314411187,0.00383640808444954,89.99986,89.99986,28481.08,0.06423493
14.41023,S,14.41023,1.557212,0,0.3422645,0,0,28.15949,54.53073,0,58.62223,77.01596,3.593853,-94.352800769676,-94.3528007695456,-0.000156852249897202,1522.16961613009,1522.16961612526,0.00383483956198563,89.99986,89.99986,28496.31,0.06427329
14.42023,S,14.42023,1.556354,0,0.3423727,0,0,28.15949,54.45007,0,58.62223,77.00948,3.592587,-94.2606728484196,-94.2606728482894,-0.000156653320664111,1521.22700942268,1521.22700941785,0.003833273028814,89.99986,89.99986,28511.52,0.06431163
14.43023,S,14.43023,1.555498,0,0.3424807,0,0,28.15949,54.36956,0,58.62223,77.00301,3.591321,-94.1687068531183,-94.1687068529883,-0.000156454692701146,1520.2853223752,1520.28532237037,0.00383170848192196,89.99986,89.99986,28526.72,0.06434996
14.44024,S,14.44024,1.554642,0,0.3425887,0,0,28.15949,54.28921,0,58.62223,76.99652,3.590055,-94.0769176849338,-94.076917684804,-0.000156256502432516,1519.34455321938,1519.34455321455,0.00383014591693256,89.99986,89.99986,28541.92,0.06438827
14.45024,S,14.45024,1.553787,0,0.3426967,0,0,28.15949,54.20898,0,58.62223,76.99,3.58878,-93.9852795151862,-93.9852795150566,-0.000156058564169715,1518.40470044524,1518.40470044041,0.00382858533132574,89.99986,89.99986,28557.1,0.06442656
14.46024,S,14.46024,1.552932,0,0.3428047,0,0,28.15949,54.12893,0,58.62223,76.98348,3.587507,-93.8938370473599,-93.8938370472305,-0.000155861084443837,1517.46576209575,1517.46576209092,0.00382702672051614,89.99986,89.99986,28572.27,0.06446484
14.47024,S,14.47024,1.552078,0,0.3429126,0,0,28.15949,54.04902,0,58.62223,76.97695,3.586231,-93.8025654461858,-93.8025654460566,-0.000155663917356769,1516.52773646225,1516.52773645743,0.00382547008137737,89.99986,89.99986,28587.44,0.06450311
14.48024,S,14.48024,1.551226,0,0.3430203,0,0,28.15949,53.9692,0,58.62223,76.97041,3.584952,-93.7113931860886,-93.7113931859596,-0.000155467019328557,1515.59062255134,1515.59062254652,0.00382391541121883,89.99986,89.99986,28602.6,0.06454135
14.49024,S,14.49024,1.550373,0,0.3431282,0,0,28.15949,53.88957,0,58.62223,76.96384,3.58367,-93.6204235817881,-93.6204235816593,-0.00015527050594082,1514.65441833645,1514.65441833163,0.00382236270619413,89.99986,89.99986,28617.74,0.06457958
14.50024,S,14.50024,1.549522,0,0.3432359,0,0,28.15949,53.81009,0,58.62223,76.95729,3.582389,-93.5296337848366,-93.5296337847081,-0.000155074354456193,1513.71912201951,1513.71912201469,0.00382081196268423,89.99986,89.99986,28632.88,0.0646178
14.51024,S,14.51024,1.548671,0,0.3433437,0,0,28.15949,53.73073,0,58.62223,76.95071,3.581105,-93.4389949863222,-93.4389949861938,-0.000154878511820814,1512.78473209053,1512.78473208571,0.00381926317760064,89.99986,89.99986,28648.01,0.064656
14.52024,S,14.52024,1.547822,0,0.3434513,0,0,28.15949,53.65152,0,58.62223,76.94412,3.579817,-93.3485081796552,-93.348508179527,-0.000154683015930298,1511.8512470296,1511.85124702478,0.00381771634747591,89.99986,89.99986,28663.12,0.06469418
14.53024,S,14.53024,1.546972,0,0.343559,0,0,28.15949,53.57247,0,58.62223,76.93752,3.578527,-93.258215088088,-93.25821508796,-0.000154487952049775,1510.91866489957,1510.91866489475,0.00381617146798994,89.99986,89.99986,28678.23,0.06473235
14.54024,S,14.54024,1.546124,0,0.3436666,0,0,28.15949,53.49355,0,58.62223,76.93092,3.577238,-93.1680660410823,-93.1680660409545,-0.000154293164807231,1509.98698425999,1509.98698425517,0.00381462853637636,89.99986,89.99986,28693.33,0.0647705
14.55024,S,14.55024,1.545276,0,0.3437741,0,0,28.15949,53.41476,0,58.62223,76.92429,3.575941,-93.0780709727456,-93.078070972618,-0.000154098718625207,1509.05620357107,1509.05620356625,0.00381308754922455,89.99986,89.99986,28708.42,0.06480864
14.56024,S,14.56024,1.544429,0,0.3438817,0,0,28.15949,53.33614,0,58.62223,76.91767,3.574648,-92.9882457776504,-92.988245777523,-0.000153904602135019,1508.12632113408,1508.12632112926,0.0038115485032376,89.99986,89.99986,28723.51,0.06484677
14.57024,S,14.57024,1.543583,0,0.3439891,0,0,28.15949,53.25761,0,58.62223,76.91103,3.57335,-92.8985586666521,-92.8985586665249,-0.000153710749019345,1507.19733556818,1507.19733556336,0.00381001139578176,89.99986,89.99986,28738.58,0.06488488
14.58024,S,14.58024,1.542738,0,0.3440965,0,0,28.15949,53.17926,0,58.62223,76.90437,3.57205,-92.809050369592,-92.809050369465,-0.000153517305176296,1506.26924508522,1506.26924508041,0.00380847622276431,89.99986,89.99986,28753.64,0.06492297
14.59024,S,14.59024,1.541893,0,0.3442039,0,0,28.15949,53.10105,0,58.62223,76.89771,3.570749,-92.7197149260056,-92.7197149258788,-0.000153324217552014,1505.34204795669,1505.34204795188,0.00380694298062306,89.99986,89.99986,28768.69,0.06496105
14.60024,S,14.60024,1.541049,0,0.3443112,0,0,28.15949,53.02298,0,58.62223,76.89105,3.569448,-92.6305354479099,-92.6305354477833,-0.000153131465303909,1504.41574262292,1504.41574261811,0.00380541166600425,89.99986,89.99986,28783.74,0.06499912
14.61024,S,14.61024,1.540206,0,0.3444185,0,0,28.15949,52.94503,0,58.62223,76.88438,3.568143,-92.5414960407325,-92.5414960406061,-0.000152938995378125,1503.4903276832,1503.49032767839,0.00380388227608465,89.99986,89.99986,28798.77,0.06503717
14.62024,S,14.62024,1.539364,0,0.3445257,0,0,28.15949,52.86723,0,58.62223,76.87769,3.566836,-92.4526284936181,-92.4526284934919,-0.00015274691577716,1502.56580141893,1502.56580141412,0.00380235480696102,89.99986,89.99986,28813.8,0.0650752
14.63024,S,14.63024,1.538522,0,0.344633,0,0,28.15949,52.78957,0,58.62223,76.87099,3.565527,-92.3639248592805,-92.3639248591545,-0.000152555122288075,1501.64216219098,1501.64216218617,0.00380082925577224,89.99986,89.99986,28828.81,0.06511321
14.64024,S,14.64024,1.537681,0,0.3447401,0,0,28.15949,52.71207,0,58.62223,76.86429,3.564218,-92.2753920915951,-92.2753920914693,-0.000152363721018589,1500.71940829069,1500.71940828588,0.00379930561859611,89.99986,89.99986,28843.82,0.06515121
14.65024,S,14.65024,1.536841,0,0.3448472,0,0,28.15949,52.63467,0,58.62223,76.85757,3.562907,-92.1869795266126,-92.186979526487,-0.000152172598281862,1499.79753851603,1499.79753851122,0.0037977838926473,89.99986,89.99986,28858.82,0.06518919
14.66024,S,14.66024,1.536001,0,0.3449544,0,0,28.15949,52.55744,0,58.62223,76.85085,3.561593,-92.098756703087,-92.0987567029616,-0.000151981869659515,1498.87655096959,1498.87655096478,0.00379626407398468,89.99986,89.99986,28873.81,0.06522716
14.67024,S,14.67024,1.535163,0,0.3450613,0,0,28.15949,52.48032,0,58.62223,76.84412,3.560278,-92.0106709702473,-92.0106709701221,-0.000151791319146551,1497.95644428045,1497.95644427564,0.00379474616082714,89.99986,89.99986,28888.79,0.06526511
14.68024,S,14.68024,1.534324,0,0.3451684,0,0,28.15949,52.40337,0,58.62223,76.83739,3.558962,-91.9227690183998,-91.9227690182748,-0.000151601299172174,1497.03721661081,1497.037216606,0.0037932301478693,89.99986,89.99986,28903.76,0.06530305
14.69024,S,14.69024,1.533487,0,0.3452754,0,0,28.15949,52.32654,0,58.62223,76.83064,3.557644,-91.8350021704169,-91.8350021702921,-0.000151411498992356,1496.11886660962,1496.11886660482,0.00379171603291322,89.99986,89.99986,28918.72,0.06534097
14.70024,S,14.70024,1.53265,0,0.3453824,0,0,28.15949,52.24986,0,58.62223,76.82389,3.556325,-91.7474210902476,-91.747421090123,-0.000151222108085162,1495.20139241923,1495.20139241443,0.00379020381186617,89.99986,89.99986,28933.67,0.06537888
14.71024,S,14.71024,1.531815,0,0.3454891,0,0,28.15949,52.17329,0,58.62223,76.81715,3.555007,-91.6599552457275,-91.6599552456031,-0.000151032899076913,1494.28479288726,1494.28479288246,0.00378869348290916,89.99986,89.99986,28948.62,0.06541678
14.72024,S,14.72024,1.53098,0,0.345596,0,0,28.15949,52.09686,0,58.62223,76.81038,3.553685,-91.5726423864658,-91.5726423863416,-0.000150844106920411,1493.36906648386,1493.36906647906,0.00378718504187367,89.99986,89.99986,28963.55,0.06545465
14.73024,S,14.73024,1.530145,0,0.3457029,0,0,28.15949,52.0206,0,58.62223,76.80359,3.552358,-91.4855371500546,-91.4855371499306,-0.000150655697509605,1492.45421113281,1492.45421112801,0.00378567848493225,89.99986,89.99986,28978.47,0.06549252
14.74024,S,14.74024,1.529311,0,0.3458096,0,0,28.15949,51.94448,0,58.62223,76.79682,3.551036,-91.3985690043296,-91.3985690042057,-0.000150467566631558,1491.5402254632,1491.5402254584,0.00378417380929957,89.99986,89.99986,28993.39,0.06553037
14.75024,S,14.75024,1.528479,0,0.3459163,0,0,28.15949,51.86844,0,58.62223,76.79004,3.549711,-91.3117240415396,-91.311724041416,-0.000150279708601927,1490.6271082432,1490.6271082384,0.00378267101224714,89.99986,89.99986,29008.29,0.0655682
14.76024,S,14.76024,1.527646,0,0.3460231,0,0,28.15949,51.79259,0,58.62223,76.78325,3.548384,-91.2250727938497,-91.2250727937262,-0.000150092263634482,1489.71485753565,1489.71485753085,0.00378117008964434,89.99986,89.99986,29023.19,0.06560602
14.77024,S,14.77024,1.526815,0,0.3461296,0,0,28.15949,51.71684,0,58.62223,76.77645,3.547056,-91.1385427422735,-91.1385427421502,-0.000149905066883306,1488.8034721286,1488.8034721238,0.00377967103900901,89.99986,89.99986,29038.08,0.06564382
14.78024,S,14.78024,1.525984,0,0.3462363,0,0,28.15949,51.64124,0,58.62223,76.76965,3.545728,-91.0521835573495,-91.0521835572264,-0.00014971821119265,1487.89295031338,1487.89295030858,0.00377817385693055,89.99986,89.99986,29052.96,0.06568161
14.79024,S,14.79024,1.525154,0,0.3463428,0,0,28.15949,51.56577,0,58.62223,76.76285,3.544398,-90.9659803379161,-90.9659803377932,-0.000149531700352076,1486.98329053033,1486.98329052553,0.00377667853996045,89.99986,89.99986,29067.83,0.06571939
14.80024,S,14.80024,1.524324,0,0.3464494,0,0,28.15949,51.49045,0,58.62223,76.75603,3.543067,-90.8799380510272,-90.8799380509045,-0.000149345500255533,1486.07449117013,1486.07449116533,0.00377518508499128,89.99986,89.99986,29082.69,0.06575715
14.81024,S,14.81024,1.523496,0,0.3465559,0,0,28.15949,51.41524,0,58.62223,76.74921,3.541734,-90.7940189470736,-90.7940189469511,-0.000149159616587361,1485.16655100094,1485.16655099615,0.00377369348885875,89.99986,89.99986,29097.54,0.06579489
14.82024,S,14.82024,1.522668,0,0.3466623,0,0,28.15949,51.34018,0,58.62223,76.74239,3.540402,-90.708279650469,-90.7082796503467,-0.000148974064505807,1484.25946822471,1484.25946821992,0.00377220374824699,89.99986,89.99986,29112.38,0.06583262
14.83024,S,14.83024,1.521841,0,0.3467687,0,0,28.15949,51.26526,0,58.62223,76.73558,3.539071,-90.622688372069,-90.6226883719469,-0.000148788809904818,1483.35324136125,1483.35324135646,0.0037707158601812,89.99986,89.99986,29127.22,0.06587034
14.84024,S,14.84024,1.521014,0,0.3468752,0,0,28.15949,51.19045,0,58.62223,76.72874,3.537735,-90.5372421316413,-90.5372421315193,-0.000148603917206938,1482.44786896017,1482.44786895538,0.00376922982104235,89.99986,89.99986,29142.04,0.06590804
14.85024,S,14.85024,1.520188,0,0.3469815,0,0,28.15949,51.1158,0,58.62223,76.72191,3.536399,-90.4519756985625,-90.4519756984407,-0.000148419320094842,1481.5433492234,1481.54334921861,0.00376774562787458,89.99986,89.99986,29156.86,0.06594572
14.86024,S,14.86024,1.519363,0,0.3470878,0,0,28.15949,51.04126,0,58.62223,76.71509,3.535067,-90.3668175472575,-90.3668175471359,-0.000148235005305066,1480.63968106813,1480.63968106334,0.00376626327785466,89.99986,89.99986,29171.66,0.06598339
14.87024,S,14.87024,1.518539,0,0.347194,0,0,28.15949,50.96686,0,58.62223,76.70824,3.53373,-90.2818372164801,-90.2818372163587,-0.000148051097893134,1479.73686271615,1479.73686271136,0.00376478276690882,89.99986,89.99986,29186.46,0.06602105
14.88025,S,14.88025,1.517715,0,0.3473003,0,0,28.15949,50.89259,0,58.62223,76.70141,3.532394,-90.1969949697995,-90.1969949696783,-0.00014786741027576,1478.83489278661,1478.83489278182,0.00376330409283911,89.99986,89.99986,29201.25,0.06605869
